,BRAND,PRODUCT_NAME,COLOR,MEMORY,STAR_RATING,RATINGS,REVIEWS,RAM,BATTERY_C,SCREEN_SIZE,WARRANTY,OFFER_PRICE,DISCOUNT,MRP
617,OPPO," A5 (Diamond Blue, 64 GB)",Diamond Blue,64,4.3,13166,1067,4.0,4230.0,6.2,1.0,10590,33% off,15990
618,Samsung," Galaxy A30s (Prism Crush Violet, 128 GB)",Prism Crush Violet,128,4.3,2898,0,4.0,4000.0,6.4,1.0,15899,20% off,19900
619,Samsung," Galaxy J6 (Black, 64 GB)",Black,64,4.5,40435,2481,4.0,3000.0,5.6,1.0,9999,22% off,12900
620,Itel, It 5611,No Color,0,4.7,0,0,0.0,2500.0,2.4,1.0,1290,0 % off,1290
621,Tork, X2,No Color,0,0.0,0,0,0.0,1000.0,1.8,1.0,799,0 % off,799
622,Google," Pixel (Very Silver, 128 GB)",Very Silver,128,4.4,4401,0,4.0,2770.0,4.025985185185214,1.0,41980,0 % off,41980
623,Mi," Mix 2 (Black, 128 GB)",Black,128,4.4,4190,0,6.0,3400.0,5.99,1.0,29999,21% off,37999
624,Tambo, A1800,No Color,0,3.8,0,0,0.0,1000.0,1.8,1.0,720,0 % off,720
625,Gfive, A98,No Color,0,3.7,2993,0,0.0,600.0,1.8,1.0,899,0 % off,899
626,Lava, KKT Star 2,No Color,0,3.8,0,0,0.0,1800.0,2.4,1.0,1299,0 % off,1299
627,Muphone, M390,No Color,0,3.8,0,0,0.0,3600.0,2.8,1.0,1569,0 % off,1569
628,Gfive, Plus Combo of Two Mobiles,No Color,0,3.9,0,0,0.0,1050.0,1.8,1.0,1255,0 % off,1255
629,Gfive, Plus Combo of Two Mobiles,No Color,0,3.9,0,0,0.0,1050.0,1.8,1.0,1255,0 % off,1255
630,Gfive, Plus Combo of Two Mobiles,No Color,0,3.9,0,0,0.0,1050.0,1.8,1.0,1255,0 % off,1255
631,Mymax, M40,No Color,0,3.5,0,0,0.0,1000.0,1.8,1.0,599,0 % off,599
632,Kara, K16,No Color,0,3.7,0,0,0.0,1700.0,1.8,1.0,699,0 % off,699
633,Gfive, A2 Combo of Two,No Color,0,3.6,0,0,0.0,1000.0,1.8,1.0,1099,0 % off,1099
634,Itel," A44 Pro (Blue, 16 GB)",Blue,16,4.3,0,0,2.0,2400.0,5.45,1.0,3999,44% off,7199
635,Blackbear," B6 Glory (Blue, 16 GB)",Blue,16,0.0,0,0,2.0,2500.0,5.5,1.0,4999,16% off,5999
636,Redmi," 4A (Dark Grey, 32 GB)",Dark Grey,32,4.4,208535,32609,3.0,3120.0,4.025985185185214,1.0,6999,0 % off,6999
637,Lava," A82 (White/WHITEM, 8 GB)",White/WHITEM,8,3.6,1203,0,1.0,2000.0,4.025985185185214,1.0,2999,0 % off,2999
638,Micromax, X970,No Color,0,3.8,2031,0,0.0,1750.0,2.8,1.0,1250,0 % off,1250
639,Mymax, M43,No Color,0,3.5,2083,0,0.0,1000.0,1.8,1.0,539,32% off,539
640,Redmi," K20 Pro (Carbon Black, 256 GB)",Carbon Black,256,4.5,11573,1669,8.0,4000.0,6.39,1.0,29999,6% off,31999
641,Jivi, S3,No Color,0,3.8,0,0,0.0,1000.0,1.8,1.0,885,15% off,1049
642,Jivi, S3,No Color,0,3.8,0,0,0.0,1000.0,1.8,1.0,885,15% off,1049
643,Karbonn, K88,No Color,0,3.5,0,0,0.0,1750.0,2.4,1.0,1245,16% off,1490
644,Snexian, 3310 Carving,No Color,0,3.4,0,0,0.0,1400.0,2.4,1.0,749,0 % off,749
645,Lava," Iris Atom X (White, 512 MB)",White,0,3.2,1866,0,0.0,1400.0,4.025985185185214,1.0,1999,0 % off,1999
646,Lava," Iris Atom X (Black, 512 MB)",Black,0,3.2,1866,0,0.0,1400.0,4.025985185185214,1.0,1999,0 % off,1999
647,Apple," iPhone 7 (Silver, 32 GB)",Silver,32,4.5,86163,8695,0.0,0.0,4.7,1.0,26499,11% off,29900
648,M,-tech Boss,No Color,0,3.5,0,0,0.0,2800.0,2.4,1.0,899,43% off,1599
649,M,-tech Boss,No Color,0,3.5,0,0,0.0,2800.0,2.4,1.0,1200,0 % off,1200
650,Forme, Coke A1,No Color,0,4.2,0,0,0.0,600.0,1.4,1.0,999,0 % off,999
651,Forme, Winner 1,No Color,0,4.4,0,0,0.0,1500.0,2.4,1.0,1000,0 % off,1000
652,Lava," Flair P1i (Black, 512 MB)",Black,0,3.3,0,0,0.0,1400.0,4.025985185185214,1.0,2222,0 % off,2222
653,Zen, Power 101 X60,No Color,0,4.1,0,0,0.0,2400.0,1.8,1.0,909,0 % off,909
654,Karbonn, K885 Metal,No Color,0,3.8,0,0,0.0,1800.0,2.8,1.0,1299,16% off,1558
655,InFocus, Selfie C1,No Color,0,3.9,2264,0,0.0,1000.0,1.8,1.0,780,0 % off,780
656,Salora, Volt 2,No Color,0,4.0,0,0,0.0,2000.0,1.8,1.0,659,42% off,1150
657,Forme, F451,No Color,0,3.3,0,0,0.0,1800.0,2.4,1.0,1149,0 % off,1149
658,JIVI," Revolution TnT3 (Silver & Black, 8 GB)",Silver & Black,8,3.5,1476,0,1.0,2300.0,4.025985185185214,1.0,2799,0 % off,2799
659,BLU," Studio G HD (Grey, 8 GB)",Grey,8,3.9,0,0,1.0,2200.0,4.025985185185214,1.0,3499,0 % off,3499
660,VOTO," V3 (Red, 16 GB)",Red,16,4.0,0,0,2.0,3000.0,4.025985185185214,1.0,3590,52% off,7499
661,Gfive, W1,No Color,0,3.8,2152,0,0.0,3000.0,2.9,1.0,928,0 % off,928
662,BLU," Studio One (Black, 16 GB)",Black,16,3.7,0,0,2.0,2450.0,4.025985185185214,1.0,7999,0 % off,7999
663,Zen, X91,No Color,0,4.0,0,0,0.0,1000.0,2.4,1.0,984,0 % off,984
664,InFocus, F229,No Color,0,4.0,1475,0,0.0,3000.0,2.4,1.0,1185,0 % off,1185
665,Micromax, X803,No Color,0,4.0,2596,0,0.0,950.0,2.8,1.0,1299,13% off,1499
666,Vivo," V17Pro (Midnight Ocean Black, 128 GB)",Midnight Ocean Black,128,4.5,6481,0,8.0,4100.0,6.44,1.0,29499,10% off,32990
667,Nexian," NV-45 (Black, 8 GB)",Black,8,3.6,1931,0,1.0,1650.0,4.5,1.0,3799,0 % off,3799
668,Panasonic," P100 (Blue, 16 GB)",Blue,16,3.9,1848,0,1.0,2200.0,4.025985185185214,1.0,5299,0 % off,5299
669,Lava," Flair P2 (Black & Grey, 512 MB)",Black & Grey,0,3.4,0,0,0.0,1300.0,4.025985185185214,1.0,2249,0 % off,2249
670,Lava," Flair P2 (Black & Coffee, 512 MB)",Black & Coffee,0,3.4,0,0,0.0,1300.0,4.025985185185214,1.0,2249,0 % off,2249
671,Samsung," Galaxy J3 Pro (Gold, 16 GB)",Gold,16,4.2,145516,18552,2.0,2600.0,4.025985185185214,1.0,8800,0 % off,8800
672,Lava, KKT Curve,No Color,0,3.9,0,0,0.0,1800.0,2.4,1.0,1299,0 % off,1299
673,Micromax," Bolt Supreme 4 Q352 Plus (Grey, 16 GB)",Grey,16,3.7,0,0,1.0,2000.0,4.025985185185214,1.0,3590,0 % off,3590
674,Muphone, M330,No Color,0,3.9,0,0,0.0,1700.0,2.8,1.0,1289,0 % off,1289
675,Reach, Power 230,No Color,0,3.4,0,0,0.0,2300.0,2.4,1.0,799,0 % off,799
676,Itel, It 5605n,No Color,0,4.2,0,0,0.0,2500.0,1.77,1.0,983,19% off,1225
677,Samsung," Galaxy A30s (Prism Crush Violet, 64 GB)",Prism Crush Violet,64,4.3,2898,0,4.0,4000.0,6.4,1.0,14399,23% off,18900
678,Blackbear, i7,No Color,0,3.7,0,0,0.0,1450.0,2.4,1.0,999,0 % off,999
679,Lava," Iris 450 (White & Pink, 4 GB)",White & Pink,4,4.2,0,0,0.0,1800.0,4.5,1.0,7999,0 % off,7999
680,Lava," A32 (Black, 512 MB)",Black,0,3.3,0,0,0.0,1500.0,4.025985185185214,1.0,2649,0 % off,2649
681,GLX, W8,No Color,0,3.8,0,0,0.0,950.0,1.8,1.0,639,0 % off,639
682,GLX, W8,No Color,0,3.8,0,0,0.0,950.0,1.8,1.0,639,0 % off,639
683,GLX, W8,No Color,0,3.8,0,0,0.0,950.0,1.8,1.0,639,0 % off,639
684,Lava, KKT 45,No Color,0,3.9,0,0,0.0,2800.0,2.6,1.0,1999,0 % off,1999
685,Lava," A48 (Blue, 4 GB)",Blue,4,3.4,0,0,0.0,1300.0,4.025985185185214,1.0,2899,0 % off,2899
686,Lava, ARC Lite Plus,No Color,0,3.7,0,0,0.0,900.0,1.8,1.0,970,0 % off,970
687,Snexian, 3330,No Color,0,3.2,0,0,0.0,1400.0,2.4,1.0,729,0 % off,729
688,Snexian, 3330,No Color,0,3.2,0,0,0.0,1400.0,2.4,1.0,729,0 % off,729
689,Snexian, 3330,No Color,0,3.2,0,0,0.0,1400.0,2.4,1.0,729,0 % off,729
690,Snexian, 3330,No Color,0,3.2,0,0,0.0,1400.0,2.4,1.0,729,0 % off,729
691,Lava, Spark Icon X,No Color,0,3.8,2071,0,0.0,1150.0,2.8,1.0,1510,0 % off,1510
692,Forme, King,No Color,0,0.0,0,0,0.0,800.0,1.8,1.0,1000,0 % off,1000
693,Forme, Power Two M22,No Color,0,4.0,0,0,0.0,1800.0,2.4,1.0,999,0 % off,999
694,Coolpad," Mega 5C (Sky Blue, 16 GB)",Sky Blue,16,3.7,0,0,1.0,2500.0,5.45,1.0,3200,41% off,5499
695,Forme, Find F105,No Color,0,3.3,0,0,0.0,800.0,1.8,1.0,715,0 % off,715
696,Karbonn, K324N,No Color,0,3.8,0,0,0.0,1750.0,2.4,1.0,970,0 % off,970
697,Micromax, X233,No Color,0,0.0,0,0,0.0,1800.0,1.77,1.0,1999,0 % off,1999
698,Micromax, X2i,No Color,0,0.0,0,0,0.0,1800.0,4.025985185185214,1.0,2999,0 % off,2999
699,Redmi," Y1 lite (Gold, 16 GB)",Gold,16,4.2,3227,0,2.0,3080.0,5.5,1.0,7499,0 % off,7499
700,Forme, Teddy,No Color,0,3.4,0,0,0.0,900.0,1.44,1.0,699,0 % off,699
701,Micromax, X205,No Color,0,0.0,0,0,0.0,800.0,1.77,1.0,2999,0 % off,2999
702,Micromax, X260,No Color,0,0.0,0,0,0.0,1300.0,2.19,1.0,2460,0 % off,2460
703,Forme, M90,No Color,0,0.0,0,0,0.0,2200.0,2.4,1.0,1099,0 % off,1099
704,Micromax, X263,No Color,0,4.1,0,0,0.0,1800.0,4.025985185185214,1.0,1799,0 % off,1799
705,Micromax, Solar Phone X259,No Color,0,4.3,0,0,0.0,1000.0,2.4,1.0,1889,0 % off,1889
706,Forme, F10,No Color,0,1.0,0,0,0.0,1050.0,1.8,1.0,859,0 % off,859
707,Micromax, X265,No Color,0,3.8,0,0,0.0,1200.0,2.2,1.0,2999,0 % off,2999
708,Forme, D556,No Color,0,0.0,0,0,0.0,1800.0,2.4,1.0,1015,0 % off,1015
709,Lava, KKT Ultra Plus,No Color,0,3.8,0,0,0.0,1750.0,2.4,1.0,1199,0 % off,1199
710,Lava, KKT Ultra Plus,No Color,0,3.8,0,0,0.0,1750.0,2.4,1.0,1199,0 % off,1199
711,Google," Pixel XL (Very Silver, 128 GB)",Very Silver,128,4.5,1277,0,4.0,3450.0,5.5,1.0,41990,0 % off,41990
712,Micromax, X210,No Color,0,3.7,0,0,0.0,1000.0,1.77,1.0,1999,0 % off,1999
713,Micromax, X215,No Color,0,3.0,0,0,0.0,1000.0,1.37,1.0,2449,0 % off,2449
714,Karbonn, K451 Plus,No Color,0,3.5,0,0,0.0,1800.0,4.025985185185214,1.0,1410,0 % off,1410
715,Lava, ARC 101,No Color,0,3.8,0,0,0.0,1000.0,2.4,2.0,1179,0 % off,1179
716,Lava, Spark 284,No Color,0,3.7,0,0,0.0,1450.0,2.8,1.0,1479,0 % off,1479
717,Lava, Spark 284,No Color,0,3.7,0,0,0.0,1450.0,2.8,1.0,1479,0 % off,1479
718,Forme, M 20,No Color,0,3.5,0,0,0.0,2200.0,2.4,1.0,1099,0 % off,1099
719,Forme, M 20,No Color,0,3.5,0,0,0.0,2200.0,2.4,1.0,1099,0 % off,1099
